Positive,Negative,Neutral,Compound,Sentiment
0.2665887109545324,1.1429300634443693,-0.9497991694527402,-0.10486897736402326,Positive
-0.4040374345204816,-0.5311479413434493,0.7039319483413132,0.03404068647172998,Positive
-0.44129444260242684,0.18296924951009577,0.3081672363906,0.07740127312700262,Positive
0.7583812176362092,-0.5311479413434493,-0.39855546352138854,1.058596823847211,Positive
1.8611886568617872,-0.5311479413434493,-1.444505059391132,0.8872316310778705,Positive
-0.3667804264385363,0.8970864403636408,-0.19360588054691166,-0.1539417371116072,Positive
-0.3593290248221473,0.8151385660033982,-0.15826974555131296,-0.5992315940804237,Positive
-0.2252037957271446,1.8336335759092741,-0.8932613534597811,-1.11436574931432,Positive
0.20697749802342003,0.39369235500786326,-0.433891598516988,0.49257239924545004,Positive
0.020692457613693795,3.051144852118597,-1.8685386793383252,-1.0478968260583332,Positive
0.43051954651509106,0.5224675861453877,-0.7236479054809036,0.37417462969572396,Positive
0.6019017836920392,-0.5311479413434493,-0.2501436965398708,0.9331886600478299,Positive
-1.231143013939665,-0.5311479413434493,1.4883941452436213,-1.0478968260583332,Positive
-0.01656455046825145,-0.5311479413434493,0.3364361443870796,0.34171910076213685,Positive
-1.7899981351688434,1.9038746110751963,0.5484529543606764,-3.135696091298131,Negative
0.3634569319675896,-0.5311479413434493,-0.02399243256803499,0.6808144670602558,Positive
0.7136728079378749,-0.5311479413434493,-0.3561521015266692,1.123767525945854,Positive
-0.3965860329040925,1.3302394905534962,-0.4268243715178681,-0.660767276938505,Positive
0.3336513255020334,-0.5311479413434493,0.004276475428444581,0.2700572928767761,Positive
-0.9107327444349365,1.5175489176626227,-0.04519411356539467,-2.016889097899513,Negative
0.43797094813148013,1.3653600081364574,-1.239555476416655,-0.4221542282187719,Positive
0.43797094813148013,1.3653600081364574,-1.239555476416655,-0.4221542282187719,Positive
0.43797094813148013,1.3653600081364574,-1.239555476416655,-0.4221542282187719,Positive
0.43797094813148013,1.3653600081364574,-1.239555476416655,-0.4221542282187719,Positive
